id,female,age,state
1665,1,43,3
1666,0,80,3
1667,0,60,2
1668,0,41,1
1669,0,47,3
1670,0,63,3
1671,0,66,2
1672,0,82,2
1673,0,64,1
1674,1,71,3
1675,1,71,2
1676,0,90,1
1677,0,67,3
1678,0,79,2
1679,1,78,2
1680,1,46,3
1681,0,96,2
1682,0,45,2
1683,1,45,3
1684,0,53,1
1685,1,76,1
1686,0,63,3
1687,1,99,2
1688,0,57,2
1689,0,82,1
1690,0,97,1
1691,0,80,3
1692,0,44,3
1693,0,42,2
1694,1,96,3
1695,1,50,3
1696,0,89,1
1697,1,78,3
1698,0,43,2
1699,1,87,2
1700,0,71,2
1701,0,55,2
1702,1,95,2
1703,1,58,2
1704,0,68,2
1705,1,69,3
1706,1,60,2
1707,0,83,1
1708,0,47,2
1709,0,99,3
1710,0,94,2
1711,0,73,1
1712,1,53,3
1713,1,63,2
1714,1,61,2
1715,1,53,2
1716,0,49,2
1717,1,87,2
1718,1,90,1
1719,1,82,2
1720,0,62,2
1721,1,65,2
1722,1,80,1
1723,1,70,1
1724,0,55,2
1725,1,51,2
1726,0,92,1
1727,0,92,2
1728,0,76,1
1729,0,74,1
1730,1,59,3
1731,1,46,2
1732,1,100,1
1733,1,63,3
1734,0,49,3
1735,0,44,2
1736,1,62,1
1737,0,95,1
1738,0,52,3
1739,1,79,3
1740,0,69,2
1741,0,89,3
1742,1,100,1
1743,0,77,2
1744,1,70,1
1745,1,88,2
1746,1,66,3
1747,0,99,3
1748,0,85,3
1749,1,42,2
1750,0,78,3
1751,0,98,3
1752,1,65,2
1753,0,52,3
1754,1,54,3
1755,1,49,3
1756,1,53,2
1757,0,56,3
1758,0,80,3
1759,1,56,3
1760,0,64,1
1761,0,93,2
1762,0,88,1
1763,1,90,3
1764,1,50,2
1765,1,47,3
1766,1,71,3
1767,1,44,2
1768,0,98,3
1769,1,79,1
1770,0,46,2
1771,1,82,2
1772,0,49,3
1773,0,47,3
1774,1,82,2
1775,0,66,1
1776,0,40,2
1777,0,92,2
1778,1,90,1
1779,1,62,3
1780,0,70,2
1781,0,40,2
1782,0,89,2
1783,0,49,1
1784,0,62,1
1785,0,50,3
1786,0,92,3
1787,1,91,2
1788,1,62,2
1789,1,89,3
1790,1,100,2
1791,1,70,3
1792,0,51,2
1793,0,65,1
1794,0,43,3
1795,0,68,3
1796,1,60,3
1797,0,89,1
1798,0,63,1
1799,0,62,3
1800,0,49,3
1801,1,48,2
1802,0,80,1
1803,0,68,2
1804,0,47,3
1805,1,58,1
1806,0,99,2
1807,0,87,3
1808,1,40,1
1809,0,69,1
1810,1,65,3
1811,1,82,3
1812,0,96,2
1813,0,92,1
1814,0,49,3
1815,0,52,1
1816,0,78,1
1817,0,64,1
1818,0,70,3
1819,1,68,3
1820,1,69,3
1821,0,70,2
1822,1,46,3
1823,0,46,2
1824,1,52,2
1825,1,54,1
1826,1,87,3
1827,0,41,3
1828,1,63,1
1829,0,66,2
1830,0,72,2
1831,1,78,1
1832,1,92,3
1833,1,82,3
1834,0,44,1
1835,1,63,1
1836,0,66,3
1837,1,95,1
1838,0,58,2
1839,1,62,2
1840,0,83,3
1841,1,73,2
1842,1,57,1
1843,0,51,2
1844,1,43,3
1845,0,83,2
1846,0,74,2
1847,1,84,2
1848,0,96,1
1849,0,99,3
1850,1,78,2
1851,1,80,1
1852,0,48,1
1853,1,57,3
1854,1,60,1
1855,1,86,2
1856,1,47,1
1857,1,87,1
1858,1,55,3
1859,1,40,1
1860,0,43,3
1861,0,64,1
1862,1,45,1
1863,1,55,3
1864,0,72,3
1865,1,65,3
1866,0,93,2
1867,1,40,3
1868,1,56,2
1869,1,87,3
1870,1,46,2
1871,1,56,1
1872,0,46,1
1873,1,42,3
1874,1,67,3
1875,0,56,1
1876,1,61,2
1877,0,60,2
1878,0,88,3
1879,0,46,3
1880,1,45,1
1881,1,99,2
1882,1,49,3
1883,1,52,3
1884,0,61,3
1885,1,48,3
1886,1,42,3
1887,0,57,2
1888,1,69,1
1889,1,50,1
1890,1,45,2
1891,1,85,3
1892,1,71,2
1893,0,95,2
1894,0,46,3
1895,1,42,2
1896,0,84,1
1897,0,71,2
1898,1,76,1
1899,1,92,1
1900,1,65,3
1901,1,46,3
1902,0,47,2
1903,1,98,3
1904,0,99,3
1905,0,97,2
1906,0,70,1
1907,0,76,1
1908,0,45,2
1909,1,58,3
1910,1,64,1
1911,0,89,3
1912,0,74,2
1913,1,69,2
1914,0,97,2
1915,1,43,1
1916,0,53,3
1917,0,64,2
1918,1,52,2
1919,0,93,1
1920,1,86,1
1921,0,96,2
1922,0,45,1
1923,0,76,1
1924,1,75,3
1925,0,86,2
1926,0,95,3
1927,1,69,1
1928,0,43,1
1929,1,54,3
1930,0,86,3
1931,0,87,3
1932,1,83,2
1933,0,94,2
1934,0,80,1
1935,0,40,3
1936,0,79,2
1937,0,81,1
1938,0,40,1
1939,1,77,1
1940,0,93,2
1941,1,48,1
1942,1,52,3
1943,0,95,3
1944,0,41,3
1945,1,95,3
1946,0,60,1
1947,0,98,2
1948,0,54,2
1949,0,98,1
1950,0,66,2
1951,1,49,1
1952,1,75,2
1953,1,76,1
1954,1,61,3
1955,0,84,3
1956,1,72,1
1957,1,96,1
1958,1,93,3
1959,0,93,2
1960,0,81,1
1961,1,91,2
1962,0,42,2
1963,1,74,2
1964,1,42,1
1965,0,96,2
1966,1,96,2
1967,1,79,3
1968,1,77,2
1969,1,90,1
1970,0,54,2
1971,0,42,3
1972,1,99,3
1973,0,87,2
1974,0,45,1
1975,0,50,2
1976,1,63,2
1977,0,59,2
1978,1,95,1
1979,0,78,1
1980,1,64,3
1981,0,97,3
1982,1,81,2
1983,1,70,3
1984,1,74,3
1985,0,96,3
1986,1,75,3
1987,0,99,2
1988,0,98,3
1989,0,58,1
1990,0,98,2
1991,1,56,1
1992,0,96,1
1993,0,56,1
1994,1,82,2
1995,0,96,2
1996,1,60,3
1997,1,55,2
1998,0,83,3
1999,0,93,1
2000,1,43,3
2001,0,74,1
2002,0,57,2
2003,1,89,3
2004,1,75,3
2005,1,51,3
2006,1,100,1
2007,0,92,1
2008,1,86,1
2009,1,52,3
2010,1,57,2
2011,1,81,1
2012,1,50,2
2013,0,95,2
2014,1,44,2
2015,1,46,2
2016,0,41,1
2017,0,94,3
2018,0,74,2
2019,1,68,1
2020,0,100,2
2021,0,82,2
2022,0,82,1
2023,1,89,2
2024,0,46,1
2025,1,68,2
2026,1,86,3
2027,0,47,1
2028,0,55,1
2029,1,51,1
2030,0,40,2
2031,0,56,1
2032,1,65,1
2033,0,41,2
2034,0,90,1
2035,1,76,3
2036,0,99,2
2037,0,55,2
2038,1,84,1
2039,0,60,3
2040,0,100,3
2041,1,89,3
2042,1,78,2
2043,1,67,3
2044,1,86,3
2045,1,91,1
2046,0,50,3
2047,1,90,3
2048,0,85,1
2049,0,81,1
2050,0,90,3
2051,0,100,1
2052,1,60,3
2053,0,77,3
2054,0,58,2
2055,0,69,3
2056,0,48,2
2057,1,91,3
2058,1,45,1
2059,1,51,1
2060,1,89,1
2061,1,66,1
2062,1,53,2
2063,1,91,1
2064,1,47,2
2065,1,77,1
2066,0,68,1
2067,1,50,1
2068,0,43,1
2069,1,95,1
2070,1,54,2
2071,0,89,3
2072,1,60,1
2073,1,95,1
2074,1,99,1
2075,1,72,3
2076,0,54,3
2077,0,70,3
2078,1,86,1
2079,1,67,1
2080,1,71,1
2081,0,54,2
2082,1,93,2
2083,0,86,3
2084,1,71,3
2085,0,68,3
2086,1,40,1
2087,1,75,3
2088,1,59,2
2089,0,91,3
2090,1,61,1
2091,0,52,2
2092,1,100,1
2093,1,87,3
2094,0,75,3
2095,1,60,1
2096,0,74,3
2097,0,77,3
2098,0,90,3
2099,1,83,3
2100,0,76,2
2101,1,66,3
2102,0,42,2
2103,0,98,2
2104,1,64,2
2105,1,84,2
2106,1,52,2
2107,0,46,1
2108,1,73,2
2109,1,79,1
2110,0,40,1
2111,0,78,3
2112,0,67,1
2113,1,76,3
2114,0,88,2
2115,1,50,2
2116,1,83,1
2117,1,48,2
2118,0,74,2
2119,0,47,3
2120,1,73,2
2121,0,96,3
2122,0,83,2
2123,0,75,3
2124,0,61,1
2125,1,57,2
2126,0,60,3
2127,0,86,1
2128,1,96,1
2129,0,98,3
2130,1,70,2
2131,0,60,1
2132,1,89,1
2133,0,54,3
2134,1,96,3
2135,1,47,1
2136,0,98,1
2137,0,94,1
2138,0,44,1
2139,0,57,3
2140,0,55,1
2141,1,59,1
2142,0,71,1
2143,1,94,2
2144,1,60,2
2145,1,89,2
2146,0,78,2
2147,0,48,2
2148,0,72,1
2149,0,62,1
2150,0,68,1
2151,0,89,3
2152,0,47,2
2153,1,85,2
2154,0,46,3
2155,0,42,3
2156,1,54,1
2157,1,67,1
2158,0,48,1
2159,1,78,2
2160,1,41,3
2161,1,97,3
2162,1,98,2
2163,0,91,2
2164,1,60,1
2165,0,98,2
2166,0,62,3
2167,1,81,1
2168,1,55,3
2169,1,65,2
2170,0,61,2
2171,1,54,1
2172,0,60,3
2173,0,78,1
2174,0,69,1
2175,0,94,2
2176,0,69,2
2177,0,85,3
2178,1,41,1
2179,0,84,2
2180,1,83,2
2181,1,85,3
2182,0,97,2
2183,0,40,2
2184,0,66,1
2185,1,54,3
2186,1,89,3
2187,0,97,1
2188,0,90,2
2189,1,81,2
2190,1,69,2
2191,0,41,3
2192,0,83,2
2193,0,57,3
2194,0,66,2
2195,0,75,1
2196,1,49,3
2197,1,60,2
2198,0,53,1
2199,0,52,2
2200,1,53,1
2201,1,99,3
2202,1,47,3
2203,1,93,2
2204,1,98,2
2205,0,48,3
2206,1,79,3
2207,1,43,3
2208,0,64,3
2209,0,77,2
2210,0,84,1
2211,0,59,3
2212,1,94,1
2213,0,89,3
2214,0,46,2
2215,1,75,3
2216,0,88,2
2217,0,86,1
2218,0,88,3
2219,0,90,2
2220,1,46,3
2221,1,89,1
2222,1,76,1
2223,0,44,2
2224,0,42,1
2225,1,63,2
2226,1,84,3
2227,0,56,1
2228,0,43,2
2229,0,61,3
2230,1,73,1
2231,0,42,2
2232,1,100,2
2233,1,86,1
2234,0,69,1
2235,1,72,3
2236,1,83,1
2237,0,69,2
2238,0,43,3
2239,1,62,1
2240,1,85,1
2241,1,70,2
2242,1,66,3
2243,1,72,3
2244,0,52,1
2245,1,72,3
2246,1,93,2
2247,1,57,3
2248,0,76,1
2249,1,53,3
2250,0,67,1
2251,1,100,2
2252,0,49,1
2253,0,75,3
2254,1,97,3
2255,1,74,3
2256,0,91,3
2257,1,55,2
2258,0,47,1
2259,1,100,2
2260,0,96,2
2261,0,83,1
2262,1,57,2
2263,0,63,2
2264,1,48,2
2265,1,84,1
2266,1,75,3
2267,0,98,3
2268,0,76,2
2269,0,49,3
2270,0,45,3
2271,1,55,1
2272,1,52,2
2273,1,44,3
2274,0,97,2
2275,0,48,2
2276,1,42,1
2277,1,65,1
2278,1,61,1
2279,1,50,1
2280,1,42,2
2281,1,58,1
2282,1,92,1
2283,1,78,3
2284,0,67,3
2285,0,53,3
2286,1,87,2
2287,1,89,1
2288,1,55,1
2289,1,81,3
2290,0,47,1
2291,1,57,2
2292,1,50,1
2293,1,54,3
2294,1,92,3
2295,0,83,2
2296,0,76,2
2297,1,89,3
2298,0,98,1
2299,1,50,3
2300,0,66,1
2301,0,76,1
2302,1,54,1
2303,0,87,1
2304,1,59,2
2305,1,66,1
2306,0,41,1
2307,1,60,2
2308,0,66,1
2309,0,96,2
2310,0,79,1
2311,0,60,2
2312,0,73,2
2313,1,81,1
2314,0,85,2
2315,1,50,1
2316,0,49,2
2317,1,41,3
2318,0,72,1
2319,0,52,2
2320,0,97,3
2321,0,74,1
2322,1,68,1
2323,1,55,2
2324,1,88,3
2325,1,46,3
2326,1,79,2
2327,0,63,1
2328,1,88,2
2329,0,94,1
2330,0,83,3
2331,1,63,3
2332,0,47,1
2333,0,96,3
2334,0,45,2
2335,0,89,1
2336,1,52,3
2337,1,94,2
2338,1,52,1
2339,0,46,3
2340,1,43,3
2341,1,44,1
2342,0,94,1
2343,1,45,2
2344,0,40,1
2345,1,42,3
2346,0,82,2
2347,1,63,2
2348,0,40,1
2349,1,76,2
2350,0,66,3
2351,1,93,3
2352,1,44,1
2353,1,97,1
2354,0,78,3
2355,0,81,1
2356,1,57,3
2357,1,61,3
2358,1,46,2
2359,0,57,1
2360,1,50,1
2361,0,95,3
2362,1,87,1
2363,0,45,1
2364,0,54,1
2365,1,92,1
2366,1,85,2
2367,1,80,3
2368,1,82,3
2369,1,88,1
2370,1,89,2
2371,0,91,3
2372,0,92,1
2373,0,77,1
2374,0,80,3
2375,0,57,3
2376,1,71,3
2377,1,68,2
2378,0,91,3
2379,0,75,3
2380,0,84,1
2381,0,95,1
2382,0,41,1
2383,1,100,3
2384,1,65,1
2385,0,43,1
2386,1,89,3
2387,1,95,2
2388,1,98,1
2389,0,77,2
2390,0,80,3
2391,1,61,2
2392,0,99,3
2393,0,54,3
2394,1,62,1
2395,1,46,2
2396,1,72,2
2397,0,71,2
2398,0,40,3
2399,1,76,3
2400,1,40,1
2401,0,95,2
2402,1,82,1
2403,1,100,2
2404,1,51,3
2405,0,51,2
2406,1,89,2
2407,1,45,2
2408,1,60,1
2409,0,49,2
2410,1,70,2
2411,1,96,2
2412,0,66,1
2413,0,50,1
2414,0,82,1
2415,1,52,3
2416,0,47,3
2417,0,73,2
2418,1,40,2
2419,0,98,2
2420,0,55,2
2421,0,91,2
2422,0,42,1
2423,0,66,1
2424,1,81,1
2425,1,88,1
2426,1,72,2
2427,0,72,3
2428,1,65,1
2429,1,60,1
2430,1,94,2
2431,0,79,1
2432,1,69,1
2433,1,71,2
2434,0,97,1
2435,0,92,1
2436,1,59,2
2437,1,95,3
2438,0,100,2
2439,0,45,3
2440,0,59,3
2441,0,93,3
2442,1,93,1
2443,1,86,1
2444,1,64,3
2445,1,66,1
2446,0,45,1
2447,0,40,3
2448,0,63,3
2449,0,51,1
2450,1,55,3
2451,1,41,3
2452,1,72,3
2453,1,46,1
2454,1,73,3
2455,1,87,3
2456,0,80,3
2457,1,98,2
2458,1,43,3
2459,0,100,1
2460,0,50,3
2461,1,100,1
2462,1,87,3
2463,1,40,3
2464,1,49,2
2465,1,89,3
2466,1,94,2
2467,0,53,3
2468,1,63,1
2469,1,84,1
2470,0,85,2
2471,0,46,3
2472,0,70,2
2473,1,88,1
2474,1,70,3
2475,1,89,2
2476,0,99,2
2477,1,99,1
2478,1,93,1
2479,1,90,3
2480,0,77,2
2481,1,51,3
2482,0,52,1
2483,0,62,1
2484,1,61,2
2485,0,75,3
2486,1,99,1
2487,0,76,1
2488,1,44,3
2489,0,65,2
2490,1,99,1
2491,0,47,2
2492,0,51,3
2493,1,96,1
2494,1,84,3
2495,0,97,2
2496,0,78,1
2497,1,64,1
2498,0,88,1
2499,0,60,3
2500,0,68,3
2501,0,78,1
2502,0,84,1
2503,0,51,3
2504,1,84,2
2505,0,80,3
2506,1,80,1
2507,1,64,2
2508,0,100,2
2509,1,49,2
2510,1,54,3
2511,0,49,2
2512,1,99,2
2513,0,72,2
2514,1,87,2
2515,0,51,3
2516,1,47,1
2517,1,46,3
2518,0,41,1
2519,1,45,2
2520,0,62,2
2521,1,66,2
2522,0,55,2
2523,0,95,3
2524,1,96,1
2525,0,83,3
2526,0,82,1
2527,0,79,1
2528,1,55,2
2529,1,45,2
2530,0,40,3
2531,0,89,3
2532,0,66,3
2533,1,65,1
2534,0,91,1
2535,0,54,3
2536,1,72,2
2537,0,47,1
2538,0,44,2
2539,1,63,2
2540,1,81,3
2541,1,91,1
2542,0,86,3
2543,0,94,2
2544,1,42,1
2545,1,86,2
2546,0,87,1
2547,0,74,3
2548,0,98,2
2549,1,86,3
2550,1,70,1
2551,1,93,3
2552,0,94,1
2553,0,86,2
2554,0,78,1
2555,1,69,3
2556,0,78,1
2557,0,62,2
2558,0,75,3
2559,0,65,1
2560,0,100,3
2561,1,64,1
2562,1,67,3
2563,0,62,2
2564,1,78,3
2565,1,85,2
2566,1,58,3
2567,1,55,2
2568,0,90,2
2569,0,90,3
2570,1,54,3
2571,1,59,2
2572,1,93,3
2573,1,74,1
2574,0,91,2
2575,1,80,3
2576,1,69,3
2577,0,61,3
2578,1,91,3
2579,1,55,1
2580,1,81,3
2581,0,71,1
2582,1,97,2
2583,1,45,1
2584,1,63,2
2585,0,59,1
2586,0,89,3
2587,1,89,2
2588,0,70,2
2589,1,43,3
2590,1,95,3
2591,0,96,2
2592,0,100,3
2593,1,56,1
2594,1,44,3
2595,1,53,1
2596,1,69,3
2597,0,69,3
2598,0,46,1
2599,0,40,3
2600,1,46,1
2601,0,45,2
2602,1,48,3
2603,1,45,1
2604,1,82,2
2605,1,55,3
2606,1,57,3
2607,0,83,2
2608,0,41,2
2609,0,88,1
2610,1,59,2
2611,1,71,1
2612,1,57,3
2613,0,90,2
2614,1,53,3
2615,0,94,1
2616,1,79,1
2617,1,50,2
2618,1,85,2
2619,0,88,2
2620,0,57,1
2621,0,41,1
2622,0,89,3
2623,1,93,3
2624,0,75,1
2625,0,76,2
2626,1,93,3
2627,1,90,1
2628,1,96,3
2629,1,96,3
2630,1,91,2
2631,1,94,1
2632,1,81,2
2633,0,74,1
2634,0,60,3
2635,1,48,2
2636,0,74,1
2637,1,78,3
2638,1,43,2
2639,1,56,2
2640,1,44,1
2641,1,100,2
2642,1,58,3
2643,0,99,2
2644,1,62,2
2645,0,65,3
2646,1,87,1
2647,1,100,2
2648,1,40,3
2649,1,72,1
2650,1,71,2
2651,1,100,3
2652,0,66,3
2653,0,54,2
2654,0,56,2
2655,0,43,3
2656,0,41,3
2657,1,59,1
2658,1,54,3
2659,1,41,2
2660,1,72,1
2661,0,80,3
2662,1,75,3
2663,0,91,2
2664,0,88,1
2665,0,79,3
2666,0,72,3
2667,0,61,2
2668,1,75,3
2669,1,63,2
2670,1,70,1
2671,0,58,1
2672,0,45,3
2673,0,53,1
2674,0,59,1
2675,0,97,3
2676,1,78,3
2677,0,93,1
2678,0,73,1
2679,0,48,2
2680,1,51,2
2681,1,82,3
2682,0,50,1
2683,1,93,1
2684,1,78,2
2685,1,52,2
2686,0,86,1
2687,1,54,3
2688,1,88,3
2689,1,64,1
2690,1,98,2
2691,1,58,2
2692,1,72,1
2693,0,67,2
2694,1,67,1
2695,1,81,1
2696,0,99,3
2697,0,56,3
2698,1,45,3
2699,1,67,1
2700,1,41,3
2701,0,47,2
2702,1,100,2
2703,1,63,3
2704,0,76,2
2705,1,58,2
2706,0,98,3
2707,0,97,3
2708,0,86,2
2709,1,48,3
2710,0,77,2
2711,0,63,2
2712,1,51,2
2713,1,95,1
2714,1,92,1
2715,1,44,2
2716,1,91,3
2717,1,78,1
2718,1,100,1
2719,0,71,2
2720,0,68,3
2721,1,86,1
2722,0,51,3
2723,1,42,3
2724,1,49,1
2725,1,48,2
2726,0,100,3
2727,1,75,3
2728,0,94,1
2729,1,43,3
2730,1,91,2
2731,0,74,2
2732,1,45,1
2733,1,46,3
2734,0,69,3
2735,1,76,3
2736,0,64,1
2737,1,55,3
2738,1,43,1
2739,1,97,1
2740,1,40,3
2741,1,89,3
2742,0,69,2
2743,1,49,1
2744,1,42,2
2745,1,80,3
2746,0,61,2
2747,1,54,2
2748,1,48,3
2749,0,65,1
2750,1,52,3
2751,1,65,2
2752,0,94,3
2753,1,92,1
2754,0,52,2
2755,1,58,1
2756,0,84,2
2757,1,61,2
2758,1,87,1
2759,0,59,2
2760,1,92,3
2761,0,78,2
2762,0,54,2
2763,1,77,2
2764,0,40,2
2765,0,41,3
2766,1,72,2
2767,0,80,2
2768,1,73,3
2769,1,86,2
2770,0,51,1
2771,1,50,3
2772,1,58,2
2773,0,42,2
2774,0,51,3
2775,0,45,2
2776,1,82,1
2777,0,62,1
2778,1,74,3
2779,1,67,1
2780,0,63,3
2781,0,84,2
2782,1,96,3
2783,0,66,2
2784,1,72,1
2785,0,67,3
2786,0,90,3
2787,0,73,1
2788,0,79,1
2789,0,92,1
2790,1,48,2
2791,0,73,2
2792,0,70,2
2793,1,83,3
2794,1,53,2
2795,1,68,3
2796,1,96,1
2797,1,64,1
2798,0,54,2
2799,1,70,1
2800,1,69,3
2801,1,95,1
2802,1,89,3
2803,1,68,1
2804,0,81,2
2805,1,79,1
2806,1,68,2
2807,1,94,2
2808,1,41,3
2809,0,79,2
2810,1,100,3
2811,1,70,1
2812,1,54,3
2813,1,68,1
2814,0,57,3
2815,1,76,1
2816,0,89,1
2817,1,61,2
2818,0,100,1
2819,0,88,3
2820,0,53,1
2821,0,74,1
2822,0,98,3
2823,1,78,1
2824,0,82,1
2825,0,97,1
2826,0,50,2
2827,0,88,3
2828,0,80,2
2829,0,40,1
2830,0,88,1
2831,0,85,2
2832,0,56,2
2833,0,79,1
2834,1,53,2
2835,0,65,3
2836,1,71,3
2837,1,83,2
2838,1,85,2
2839,1,65,3
2840,0,98,2
2841,1,54,3
2842,0,52,3
2843,0,88,3
2844,1,41,1
2845,0,81,3
2846,0,99,3
2847,1,61,3
2848,1,65,2
2849,1,85,1
2850,0,88,1
2851,1,73,1
2852,1,49,1
2853,1,72,1
2854,0,98,3
2855,0,46,3
2856,1,84,2
2857,1,74,3
2858,0,70,3
2859,0,79,2
2860,0,63,3
2861,1,93,2
2862,1,78,1
2863,1,74,2
2864,0,45,2
2865,0,65,2
2866,0,55,1
2867,1,61,3
2868,0,83,3
2869,1,97,2
2870,0,63,1
2871,1,81,3
2872,1,53,1
2873,1,67,2
2874,0,61,1
2875,1,92,2
2876,0,59,1
2877,0,47,3
2878,0,64,1
2879,0,76,2
2880,0,73,3
2881,0,49,3
2882,1,89,3
2883,0,82,3
2884,1,67,2
2885,0,97,2
2886,1,84,3
2887,0,55,3
2888,1,55,3
2889,1,43,3
2890,0,56,1
2891,0,51,3
2892,0,92,2
2893,0,61,3
2894,0,69,3
2895,0,89,3
2896,0,91,2
2897,1,74,2
2898,1,41,2
2899,1,53,1
2900,0,55,2
2901,1,99,1
2902,1,94,2
2903,0,62,3
2904,0,96,1
2905,0,84,1
2906,1,79,2
2907,1,57,2
2908,0,78,3
2909,1,45,1
2910,1,55,1
2911,0,46,2
2912,1,77,2
2913,1,55,3
2914,1,50,3
2915,0,97,1
2916,0,47,2
2917,0,68,2
2918,0,53,1
2919,1,59,2
2920,0,61,3
2921,1,68,3
2922,1,71,3
2923,0,69,2
2924,0,47,2
2925,0,79,1
2926,0,66,2
2927,0,42,2
2928,0,100,3
2929,0,69,1
2930,0,73,2
2931,0,45,3
2932,0,40,3
2933,0,74,3
2934,0,51,3
2935,1,44,3
2936,1,86,3
2937,0,45,2
2938,1,90,1
2939,0,86,3
2940,0,72,2
2941,1,79,2
2942,1,58,2
2943,1,44,1
2944,0,98,2
2945,0,86,1
2946,0,70,1
2947,0,51,1
2948,0,74,3
2949,0,97,1
2950,0,61,3
2951,1,54,2
2952,1,85,2
2953,1,47,2
2954,1,54,1
2955,1,62,3
2956,1,91,2
2957,0,58,1
2958,1,66,3
2959,0,86,2
2960,0,70,3
2961,0,88,1
2962,1,94,2
2963,1,64,1
2964,0,66,1
2965,1,61,1
2966,0,50,2
2967,0,92,3
2968,0,86,1
2969,0,93,2
2970,0,72,2
2971,1,78,3
2972,1,92,1
2973,0,62,1
2974,1,92,3
2975,0,80,3
2976,0,40,2
2977,0,61,3
2978,0,98,2
2979,0,51,1
2980,0,100,3
2981,0,79,3
2982,1,45,3
2983,0,96,3
2984,0,90,3
2985,0,74,3
2986,1,77,2
2987,1,59,1
2988,1,49,1
2989,0,64,3
2990,0,85,3
2991,0,69,2
2992,1,66,2
2993,0,63,1
2994,0,68,3
2995,0,63,3
2996,0,93,1
2997,1,93,3
2998,0,97,2
2999,1,98,2
3000,0,65,1
3001,1,77,3
3002,0,87,3
3003,1,74,3
3004,1,44,3
3005,0,63,1
3006,1,67,3
3007,1,56,1
3008,0,80,2
3009,0,70,1
3010,0,77,2
3011,1,43,3
3012,0,85,3
3013,0,62,1
3014,0,82,3
3015,1,89,2
3016,0,92,1
3017,1,73,1
3018,0,90,2
3019,0,83,1
3020,0,92,2
3021,0,58,2
3022,0,62,1
3023,0,90,3
3024,1,74,2
3025,1,41,3
3026,1,54,2
3027,0,74,1
3028,1,78,1
3029,0,51,3
3030,0,74,3
3031,0,69,2
3032,0,81,1
3033,1,63,2
3034,1,75,1
3035,0,60,3
3036,0,42,2
3037,1,66,3
3038,1,78,1
3039,0,52,3
3040,1,51,1
3041,1,74,3
3042,0,64,1
3043,1,74,1
3044,1,66,2
3045,1,70,1
3046,1,80,2
3047,0,76,2
3048,1,93,2
3049,0,89,1
3050,0,100,3
3051,1,82,2
3052,1,91,2
3053,1,60,2
3054,0,51,3
3055,0,73,3
3056,1,53,3
3057,0,83,1
3058,0,62,2
3059,1,84,3
3060,1,87,2
3061,0,95,3
3062,0,56,2
3063,1,62,2
3064,1,41,1
3065,1,60,2
3066,0,81,3
3067,1,84,3
3068,1,63,2
3069,1,95,1
3070,1,78,1
3071,0,65,3
3072,1,48,2
3073,0,46,3
3074,0,58,1
3075,0,57,3
3076,0,64,2
3077,0,99,2
3078,1,88,1
3079,0,94,2
3080,0,65,1
3081,1,61,1
3082,0,81,1
3083,0,60,2
3084,0,53,2
3085,1,63,1
3086,0,83,2
3087,0,85,1
3088,1,40,2
3089,1,94,1
3090,1,89,3
3091,0,88,2
3092,1,78,3
3093,1,82,2
3094,1,87,2
3095,0,89,2
3096,0,76,1
3097,0,75,1
3098,0,84,2
3099,1,94,3
3100,0,84,1
3101,0,48,2
3102,1,62,1
3103,0,61,3
3104,0,50,1
3105,0,68,3
3106,0,93,3
3107,1,84,3
3108,1,67,1
3109,1,75,1
3110,1,51,1
3111,1,84,1
3112,1,46,1
3113,0,57,1
3114,0,56,3
3115,1,71,3
3116,1,60,2
3117,1,100,1
3118,1,94,3
3119,1,77,1
3120,0,72,2
3121,1,83,2
3122,0,73,1
3123,0,84,1
3124,1,58,2
3125,0,42,3
3126,0,94,1
3127,0,54,1
3128,1,70,2
3129,1,75,2
3130,0,54,1
3131,1,40,1
3132,1,41,1
3133,0,54,3
3134,1,79,2
3135,0,81,2
3136,0,82,2
3137,1,81,1
3138,1,90,1
3139,0,74,2
3140,0,89,3
3141,1,50,1
3142,0,52,1
3143,0,94,1
3144,0,45,3
3145,1,95,1
3146,0,82,3
3147,0,55,1
3148,1,82,2
3149,0,97,2
3150,0,48,2
3151,1,40,3
3152,1,70,1
3153,0,48,2
3154,0,83,3
3155,1,62,3
3156,1,66,3
3157,1,83,2
3158,1,53,3
3159,0,77,1
3160,0,65,3
3161,0,63,3
3162,1,74,2
3163,1,60,2
3164,0,60,1
3165,0,42,3
3166,0,47,3
3167,1,76,2
3168,0,69,1
3169,1,91,2
3170,0,67,2
3171,1,77,3
3172,0,40,1
3173,1,55,3
3174,0,64,2
3175,1,76,3
3176,1,96,3
3177,1,49,1
3178,1,89,3
3179,1,40,1
3180,1,93,1
3181,0,71,3
3182,0,84,2
3183,0,94,2
3184,0,87,1
3185,0,63,3
3186,0,40,3
3187,1,40,1
3188,0,99,2
3189,0,53,3
3190,0,83,3
3191,1,61,2
3192,1,62,2
3193,0,45,2
3194,0,97,2
3195,1,42,3
3196,1,79,2
3197,0,73,3
3198,0,80,2
3199,0,100,3
3200,1,98,1
3201,1,48,2
3202,0,84,1
3203,1,84,1
3204,1,81,1
3205,0,94,3
3206,0,63,1
3207,1,69,2
3208,1,72,2
3209,0,87,2
3210,1,50,3
3211,0,99,1
3212,1,65,3
3213,0,91,3
3214,1,88,3
3215,0,41,1
3216,1,63,3
3217,0,66,2
3218,1,90,2
